District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),min_vv,max_vv,range_vv,mean_vv,correlation_vv,permutation_entropy_vv,min_vh,max_vh,range_vh,mean_vh,correlation_vh,permutation_entropy_vh,min_vv_by_vh,max_vv_by_vh,range_vv_by_vh,mean_vv_by_vh,correlation_vv_by_vh,permutation_entropy_vv_by_vh
Chau_Phu,10.469839,105.211568,SA,T,15-07-2022,4.0,5500,0.01660708151757717,0.5544877648353577,0.5378806833177805,0.1603055697466646,0.1623979094885297,0.33396271194589644,0.002514901105314493,0.0870252251625061,0.08451032405719161,0.02686315731677626,-0.07195956534225742,0.33396271194589644,1.8782667541188076,26.666332719813486,24.788065965694678,8.100244324096014,-0.03127707437323387,0.33396271194589644
Chau_Phu,10.501829,105.273585,SA,T,15-07-2022,3.5,6500,0.019575215876102448,0.425798624753952,0.4062234088778496,0.13157700560986996,0.2485867781387344,0.33396271194589644,0.0016419135499745607,0.05708707496523857,0.05544516141526401,0.0224880484498239,0.2334202288768002,0.33396271194589644,1.1614594914555172,50.24277687141102,49.0813173799555,9.718927295910573,0.3438493764802498,0.33396271194589644
Chau_Phu,10.548011,105.248097,SA,T,13-07-2022,2.03,5500,0.021452492102980614,0.40021494030952454,0.3787624482065439,0.11364417523145676,0.2785342800590193,0.38985429721536513,0.004241920541971922,0.0596245601773262,0.05538263963535428,0.020344676993166406,-0.16143398257651026,0.38985429721536513,1.4661904619738557,23.802235970790427,22.33604550881657,6.6514777951892405,0.3926666780861697,0.38985429721536513
Chau_Phu,10.533759,105.243145,SA,T,13-07-2022,2.8,5500,0.008962676860392094,0.5494375228881836,0.5404748460277915,0.0996702289622691,0.11283807146876793,0.37364606555766666,0.004090889822691679,0.031259141862392426,0.027168252039700747,0.014981242672850689,-0.05725178920149416,0.38985429721536513,0.9030496862562545,27.3711374577025,26.468087771446246,6.529458343598203,0.17751790484502183,0.38985429721536513
Chau_Phu,10.536277,105.293087,SA,T,14-07-2022,2.0,6500,0.013768387958407402,0.32318320870399475,0.30941482074558735,0.12592728197988537,0.4233899430324277,0.38985429721536513,0.00347801367752254,0.0719253271818161,0.06844731350429356,0.026732823203524783,0.4608502363654405,0.38985429721536513,1.5487212403479447,25.39286853406404,23.844147293716095,6.10973341250768,0.3408036015417741,0.38985429721536513
Chau_Phu,10.502728,105.233111,SA,T,15-07-2022,3.0,6400,0.007422846741974354,0.27658402919769287,0.2691611824557185,0.0934214669146708,0.4749250069169758,0.33396271194589644,0.0032618676777929068,0.06065279617905617,0.05739092850126326,0.029879052541218698,0.32194679822014716,0.33396271194589644,0.4576185213137497,20.28439866630581,19.826780144992057,4.621178430843441,0.12823193781104603,0.33396271194589644
Chau_Phu,10.524439,105.254678,SA,D,14-07-2022,4.0,5500,0.014497213065624237,0.4652099311351776,0.4507127180695534,0.12185700186010864,0.1026096890352533,0.37364606555766666,0.0025890646502375603,0.0692090168595314,0.06661995220929384,0.02622362443556388,0.031928526634353666,0.38985429721536513,0.9267957439009928,25.3446192139621,24.41782347006111,6.994430942195506,0.08345518442772924,0.38985429721536513
Chau_Phu,10.522871,105.184845,SA,T,14-07-2022,2.5,5500,0.018534783273935318,0.515623927116394,0.4970891438424587,0.15144971054461268,0.4924411336320731,0.38985429721536513,0.0036016807425767183,0.03997167944908142,0.0363699987065047,0.02350046605958293,0.3677472472440111,0.38985429721536513,0.5256985687930354,32.63153715267617,32.105838583883134,9.196014079704542,0.25129068092821194,0.38985429721536513
Chau_Phu,10.461453,105.172294,SA,D,14-07-2022,2.25,5500,0.026022547855973244,0.3732006251811981,0.3471780773252249,0.158896936768932,0.021267528359378892,0.33396271194589644,0.005914245266467333,0.08081293106079102,0.07489868579432368,0.036958263821101615,0.021807740199371047,0.33396271194589644,0.590558993934181,18.916553964962876,18.325994971028695,6.760207608629292,0.2888375352036437,0.33396271194589644
Chau_Phu,10.467778,105.163448,SA,D,14-07-2022,4.9,5500,0.02168378420174122,0.37158912420272827,0.34990534000098705,0.13822496376399482,0.08700962555281931,0.33396271194589644,0.002965804422274232,0.044985052198171616,0.042019247775897384,0.020535813860728273,-0.022435892398438424,0.33396271194589644,0.7495947907592976,36.67307566246688,35.92348087170758,10.516351266977365,0.17713615422339185,0.33396271194589644
Chau_Phu,10.44784,105.141425,SA,D,14-07-2022,2.0,6600,0.03437265753746033,0.2730349898338318,0.23866233229637146,0.15079681389033794,0.5271748601152412,0.33396271194589644,0.016782883554697037,0.13385330140590668,0.11707041785120964,0.038131123674767356,-0.09395267342999791,0.33396271194589644,1.64100420105529,12.32330975828585,10.68230555723056,5.113499426783984,0.20889607172607128,0.33396271194589644
Chau_Phu,10.521154,105.115666,SA,D,20-07-2022,3.0,5500,0.03738616406917572,0.43881428241729736,0.40142811834812164,0.1796932773043712,0.18495478245681898,0.38985429721536513,0.0048621599562466145,0.07023799419403076,0.06537583423778415,0.02364874085307949,-0.15676142635935958,0.37364606555766666,1.912938517300562,61.89857066175064,59.98563214445008,12.261445235396762,0.1181537248788404,0.38985429721536513
Chau_Phu,10.48065,105.130089,SA,T,20-07-2022,2.0,5500,0.03512270376086235,0.38113123178482056,0.3460085280239582,0.1258522721805743,0.0997086165246729,0.33396271194589644,0.008146687410771847,0.06325221806764603,0.05510553065687418,0.027983695002538816,0.10943728075240201,0.33396271194589644,1.142486978979693,35.16666401708542,34.02417703810573,6.485904035959373,0.21751928258318892,0.33396271194589644
Chau_Phu,10.463816,105.133945,SA,T,20-07-2022,1.7,6500,0.02077428810298443,0.5614957809448242,0.5407214928418398,0.2174042263733489,0.2616788604141466,0.33396271194589644,0.01483762264251709,0.06931916624307632,0.054481543600559235,0.03895185901118176,-0.05509875448140451,0.33396271194589644,0.7977225829847102,17.7207271806985,16.92300459771379,6.7684840161948,0.6149259836435483,0.33396271194589644
Chau_Phu,10.501648,105.096892,SA,T,20-07-2022,1.2,6000,0.05157049372792244,0.5984557271003723,0.5468852333724499,0.1574159629110779,0.17637228160899285,0.33396271194589644,0.006214098073542118,0.06679163128137589,0.06057753320783377,0.026102108348693167,-0.16126033407329302,0.33396271194589644,1.125785989111794,22.822383461055814,21.69659747194402,7.417684168837957,0.07034696701577996,0.31055082177366533
Chau_Phu,10.510203,105.111601,SA,T,20-07-2022,2.1,5500,0.012766973115503788,0.32514524459838867,0.3123782714828849,0.11586175266919392,0.2514697365580691,0.33396271194589644,0.002907471265643835,0.04922211170196533,0.0463146404363215,0.025212688404800638,0.056441455532444035,0.33396271194589644,0.4207013795546191,43.241051923617604,42.82035054406298,10.447148628004232,0.2331251534737772,0.33396271194589644
Chau_Phu,10.534074,105.126326,SA,T,20-07-2022,3.0,6400,0.016865599900484085,0.3991104066371918,0.3822448067367077,0.13079510153167778,0.17736046794437893,0.38985429721536513,0.0036323387175798416,0.0792597159743309,0.07562737725675106,0.030001500931878883,0.06548277997598734,0.38985429721536513,1.1385398389120223,39.85107227104752,38.7125324321355,5.945257905195508,0.018253059199058116,0.38985429721536513
Chau_Phu,10.636733,105.155635,SA,T,05-08-2022,3.2,6600,0.026100393384695053,0.5304785966873169,0.5043782033026218,0.1819473420166307,0.3652715920178922,0.38985429721536513,0.005279826000332832,0.0652172863483429,0.05993746034801006,0.029873556405719783,0.1559080503636163,0.38985429721536513,0.5435616428185726,56.793542906234684,56.24998126341611,13.359211733609207,0.6385045540085276,0.38985429721536513
Chau_Phu,10.649258,105.142121,SA,D,05-08-2022,1.75,6000,0.016395417973399162,0.41515541076660156,0.3987599927932024,0.1357691886110438,0.06714693545909238,0.38985429721536513,0.0027021353598684072,0.10464809089899063,0.10194595553912222,0.02375750969319294,0.11195339277912267,0.37364606555766666,1.7448136236001348,61.22129507613429,59.47648145253415,12.137028905527204,0.3202577983216723,0.38985429721536513
Chau_Phu,10.663484,105.168203,SA,D,05-08-2022,3.0,6500,0.008397454395890236,0.2996910512447357,0.2912935968488455,0.12385977732224597,0.4862098029124652,0.38985429721536513,0.0023126027081161737,0.12455952912569046,0.12224692641757429,0.031846149320093296,0.49143439073183254,0.38985429721536513,1.1140548519998679,27.427016189768814,26.312961337768947,6.529559153682702,0.4564373741019986,0.38985429721536513
Chau_Phu,10.634849,105.13078,SA,T,05-08-2022,4.0,6000,0.01970444992184639,0.5351873636245728,0.5154829137027264,0.21701723895967007,0.14061134146883786,0.38985429721536513,0.009575312957167625,0.12959717214107513,0.12002185918390751,0.051629897103541426,0.2502219041423073,0.38985429721536513,1.9468382074929582,14.25868605327178,12.311847845778823,4.7555778120578545,0.12680397255316145,0.38985429721536513
Chau_Phu,10.612095,105.141919,SA,T,05-08-2022,2.5,6400,0.028753943741321564,0.517229437828064,0.4884754940867424,0.18631106966899502,0.6526048772026806,0.37364606555766666,0.004888848401606083,0.2106577605009079,0.20576891209930182,0.03759320445048312,0.21575263079419116,0.38985429721536513,0.9494545565700859,29.661481845614237,28.71202728904415,10.678002495900591,0.49072771021260886,0.38985429721536513
Chau_Phu,10.623506,105.132794,SA,T,05-08-2022,5.0,6000,0.025654515251517296,0.4881468415260315,0.4624923262745142,0.20315747832258543,0.36709275038762584,0.38985429721536513,0.009384466335177422,0.11885351687669754,0.10946905054152012,0.03199131072809299,0.17278931525797772,0.38985429721536513,1.2659025148245262,52.016473189980566,50.75057067515604,9.590871912585424,0.2530617748276182,0.38985429721536513
Chau_Phu,10.628311,105.12253,SA,T,05-08-2022,2.0,6500,0.024034440517425537,0.4183723032474518,0.39433786273002625,0.18705864105787542,0.10935727097926827,0.38985429721536513,0.0056433598510921,0.06866341829299927,0.06302005844190717,0.02988145058043301,0.28193298619006435,0.38985429721536513,1.883903901192815,21.418593552184475,19.53468965099166,7.559682730277162,0.023991049686622752,0.37364606555766666
Chau_Phu,10.619835,105.201297,SA,T,09-08-2022,1.91,5500,0.010706780478358269,0.2630290687084198,0.25232228823006153,0.10262967925518751,-0.13974222133907319,0.38985429721536513,0.00906441081315279,0.04341478645801544,0.03435037564486265,0.0208899042983022,0.318870329680487,0.38985429721536513,0.7285342152561339,19.99205542030473,19.263521205048598,6.391365571672561,0.24609087786250924,0.38985429721536513
Chau_Phu,10.633572,105.172813,SA,D,09-08-2022,2.5,6400,0.012874980457127094,0.49876609444618225,0.48589111398905516,0.19481107101051343,0.39134765967109,0.38985429721536513,0.0029001859948039055,0.11120996624231339,0.10830978024750948,0.03703434767925905,0.5266958188894517,0.38985429721536513,0.7966945381040672,32.538415299779906,31.74172076167584,8.204599799690255,0.5376914422966654,0.38985429721536513
Chau_Phu,10.621354,105.162316,SA,D,09-08-2022,2.0,6400,0.020601410418748856,0.4388887882232666,0.41828737780451775,0.14639274455193016,0.14121980226943479,0.38985429721536513,0.005049238447099924,0.07000115513801575,0.06495191669091582,0.028560334040472906,-0.06473960284676211,0.38985429721536513,1.0090522016418806,18.93550785264664,17.92645565100476,5.815982842389484,0.47975385171384227,0.38985429721536513
Chau_Phu,10.615175,105.153736,SA,D,09-08-2022,2.3,6500,0.018186502158641815,0.6897258162498474,0.6715393140912056,0.1714650099683139,0.34618608940446194,0.38985429721536513,0.002216220833361149,0.06613043695688248,0.06391421612352133,0.029252950567752123,0.1144015849881979,0.37364606555766666,0.7993490353830499,43.11246886576194,42.31311983037889,8.672420062893915,0.5436440365095737,0.38985429721536513
Chau_Phu,10.605148,105.164514,SA,D,09-08-2022,3.0,5500,0.0443054735660553,0.5515598654747009,0.5072543919086456,0.24143551869524849,-0.2275230845340572,0.38985429721536513,0.011619620956480503,0.10153607279062271,0.08991645183414221,0.052349341878046594,0.20747063025137766,0.37364606555766666,2.273201900323423,12.37788160066804,10.104679700344617,5.197095234512975,-0.2858530041093276,0.38985429721536513
Chau_Phu,10.594603,105.175686,SA,D,09-08-2022,2.2,6600,0.019984198734164238,0.26161715388298035,0.2416329551488161,0.11745438600579898,0.12414333048527948,0.38985429721536513,0.005346345715224743,0.05586734786629677,0.050521002151072025,0.02456696259064807,0.06776111649972932,0.38985429721536513,0.8100786589011759,24.29103742730501,23.480958768403834,7.22393985762216,0.5389113162708985,0.3574378338999682
Chau_Phu,10.585209,105.164803,SA,D,09-08-2022,2.3,5500,0.03293192386627197,0.5770672559738159,0.544135332107544,0.12632854531208673,0.3008213574123722,0.38985429721536513,0.0020812456496059895,0.17357701063156128,0.1714957649819553,0.031712790175030627,0.24613364208221675,0.38985429721536513,0.5453334730931456,58.99345048533207,58.448117012238924,9.882384245670519,0.25948107317801195,0.38985429721536513
Chau_Phu,10.603991,105.147312,SA,D,09-08-2022,3.34,6000,0.015481092967092991,0.9605581760406494,0.9450770830735564,0.16451889266156489,-0.09397100192724023,0.38985429721536513,0.0032383683137595654,0.06957287341356277,0.06633450509980321,0.024817873672064807,0.4667937237367433,0.38985429721536513,0.43773484271700014,47.579302860123725,47.141568017406726,8.664416876018631,-0.052679434849581555,0.38985429721536513
Chau_Phu,10.612317,105.116551,SA,T,05-08-2022,1.65,5500,0.029882369562983513,0.5090571641921997,0.4791747946292162,0.12660960180477965,-0.0646243626703045,0.38985429721536513,0.003590862499549985,0.05501030385494232,0.05141944135539234,0.022897087645510003,0.3602456647114668,0.38985429721536513,0.7458377049418112,47.845306869376486,47.09946916443467,9.343196028008286,0.024631526090748885,0.38985429721536513
Chau_Phu,10.571793,105.16066,SA,T,05-08-2022,4.0,5500,0.06716730445623398,0.4212314486503601,0.35406414419412613,0.18522490395439994,-0.21917740752429488,0.38985429721536513,0.018418988212943077,0.08621079474687576,0.06779180653393269,0.038437520878182516,-0.5157144574912502,0.38985429721536513,1.0985898329316666,15.345508804172141,14.246918971240474,5.841112215961235,-0.3927728269116175,0.38985429721536513
Chau_Phu,10.565493,105.106594,SA,D,05-08-2022,3.0,6500,0.028343437239527702,0.43923306465148926,0.41088962741196156,0.1324015467738112,0.012704820588833389,0.38985429721536513,0.0038994611240923405,0.06266500055789948,0.058765539433807135,0.02422146532788045,0.2685956743657972,0.38985429721536513,1.9446893468774527,15.032071181028869,13.087381834151415,5.926009943207701,-0.008381196378220124,0.38985429721536513
Chau_Phu,10.593644,105.075243,SA,T,05-08-2022,2.0,6000,0.027239006012678146,0.7916443347930908,0.7644053287804127,0.2094249456293053,0.0525462925516231,0.38985429721536513,0.007348944898694754,0.07555583864450455,0.0682068937458098,0.03365363545405368,-0.04824103809782749,0.38985429721536513,1.1598205017230663,20.479456495802637,19.319635994079572,6.264339609593574,0.3616419261341945,0.38985429721536513
Chau_Phu,10.608536,105.076041,SA,T,05-08-2022,1.3,6000,0.0250095222145319,0.3466436266899109,0.321634104475379,0.1452949627613028,0.46728151656151773,0.38985429721536513,0.004084214102476835,0.0658605620265007,0.06177634792402387,0.02425328318754004,0.15917357202622998,0.38985429721536513,2.4316481331383986,34.94085692352891,32.50920879039052,9.32458253724887,0.19471486027421042,0.38985429721536513
Chau_Phu,10.588345,105.091229,SA,T,05-08-2022,1.45,6000,0.022101834416389465,0.3018336892127991,0.2797318547964096,0.08762416150420904,0.134874124147853,0.38985429721536513,0.003291348461061716,0.05264909192919731,0.049357743468135595,0.023481244117849402,0.2865846816309665,0.38985429721536513,0.8340945373776636,14.845106899038795,14.01101236166113,5.17624304376261,0.15553729928047508,0.38985429721536513
Chau_Phu,10.59278,105.103464,SA,T,05-08-2022,1.6,6000,0.022619297727942467,0.2902851104736328,0.26766581274569035,0.10105932855771647,0.276391749397688,0.38985429721536513,0.0046836575493216515,0.05464358255267143,0.04995992500334978,0.023031707232197125,0.1682098693180123,0.37364606555766666,1.356532135682222,14.050318293612927,12.693786157930704,5.264466864574438,0.09457008207225572,0.38985429721536513
Chau_Phu,10.58174,105.119446,SA,T,05-08-2022,2.0,5500,0.06449427455663681,0.2550245523452759,0.19053027778863907,0.1437667260567347,0.074661348238004,0.38985429721536513,0.008441304787993431,0.07261592149734497,0.06417461670935154,0.03589680573592583,-0.09293456833069881,0.38985429721536513,1.590778884441102,9.90327613793006,8.312497253488958,4.869245669851973,-0.3966514785485371,0.38985429721536513
Chau_Phu,10.571202,105.135919,SA,T,05-08-2022,1.8,6000,0.030081309378147125,0.6241487860679626,0.5940674766898155,0.18988826291428673,-0.07658840191062768,0.38985429721536513,0.0034039581660181284,0.07263686507940292,0.0692329069133848,0.030404002754949033,0.15842263807568738,0.38985429721536513,1.7731056934705345,84.4153519636513,82.64224627018076,14.933618952711226,0.38485003853645583,0.38985429721536513
Chau_Phu,10.592696,105.11414,SA,T,05-08-2022,5.0,6000,0.012519245967268944,0.5532603859901428,0.5407411400228739,0.10893565209375487,0.3611823955252538,0.38985429721536513,0.003201950341463089,0.050121814012527466,0.04691986367106438,0.021621019825235836,0.00602387773742041,0.38985429721536513,1.2321354565233031,20.775394408391087,19.543258951867784,5.479458947117051,0.11758252800162426,0.3412296022422697
Chau_Phu,10.590564,105.128439,SA,T,05-08-2022,5.0,6000,0.02629661373794079,0.4250694513320923,0.3987728375941515,0.13032020162791014,0.1693521662518783,0.38985429721536513,0.006153197959065437,0.04133743792772293,0.035184239968657494,0.023025039583444595,-0.03811973938685409,0.38985429721536513,0.7688537749200919,48.69709908329809,47.928245308378,9.25673327595536,0.21033801647335623,0.38985429721536513
Chau_Phu,10.625462,105.098238,SA,T,05-08-2022,3.6,6500,0.014159615151584148,0.36212357878685,0.3479639636352658,0.10158768135847317,0.16010757823539495,0.38985429721536513,0.004390240181237459,0.056872133165597916,0.052481892984360456,0.020597364391303725,0.25688382542394883,0.38985429721536513,1.0706351954872162,28.921348812708555,27.850713617221338,6.809780236222206,0.46870745818529574,0.38985429721536513
Chau_Phu,10.619493,105.095029,SA,T,05-08-2022,2.3,6400,0.031272415071725845,0.32966235280036926,0.2983899377286434,0.12348129848639171,-0.30815897570226264,0.3574378338999682,0.003960204776376486,0.07612235844135284,0.07216215366497636,0.02592504089180794,-0.034777026843876874,0.38985429721536513,0.8221856659457815,49.70593857939497,48.883752913449186,9.646687921986935,-0.04369181139547141,0.38985429721536513
Chau_Phu,10.560601,105.1792,SA,T,28-07-2022,2.0,6400,0.01879015564918518,0.45983701944351196,0.4410468637943268,0.16688562225964335,0.19030717753447415,0.38985429721536513,0.004564423114061356,0.1654655635356903,0.16090114042162895,0.03630018630065024,0.13453293311241885,0.35132013814468477,0.6147335912448804,35.1474653383262,34.53273174708132,7.094392989571104,0.44324465723949374,0.38985429721536513
Chau_Phu,10.565735,105.172074,SA,T,28-07-2022,2.0,5500,0.032538190484046936,0.3596559166908264,0.3271177262067795,0.1523306547767586,0.31101259034632567,0.38985429721536513,0.005968424025923014,0.05815029516816139,0.05218187114223838,0.025056310670657292,0.3504862498231122,0.38985429721536513,1.9803205930565195,27.958831577605476,25.978510984548958,7.414141857376206,0.4840915993876617,0.37364606555766666
Chau_Phu,10.555822,105.1711,SA,T,28-07-2022,1.95,5500,0.029321249574422836,0.32801035046577454,0.2986891008913517,0.11198648520641857,0.04805147191685979,0.38985429721536513,0.004898027516901493,0.04391267150640488,0.039014643989503384,0.022967140500744183,0.061027837192744544,0.38985429721536513,1.1270014252785479,30.02827946694408,28.901278041665535,6.413670103927586,0.2869091069352225,0.38985429721536513
Chau_Phu,10.542192,105.18792,SA,T,28-07-2022,1.4,6500,0.010040180757641792,0.3205559253692627,0.3105157446116209,0.12144523300230503,0.3492031733823778,0.38985429721536513,0.0021673962473869324,0.04847054183483124,0.046303145587444305,0.019478918984532356,-0.03719223639603123,0.38985429721536513,1.2698018857336546,14.199645442530198,12.929843556796543,6.70312347983205,0.14815704989390452,0.38985429721536513
Chau_Phu,10.546857,105.181035,SA,T,28-07-2022,2.6,5500,0.018057119101285934,0.3330540060997009,0.314996886998415,0.11013505287054512,0.08188994593352307,0.38985429721536513,0.002969702472910285,0.0606929175555706,0.05772321508266032,0.027345878938730393,0.3399106364826142,0.38985429721536513,0.4577664773456907,29.196465406728542,28.738698929382853,6.664852895347228,0.5351901620580007,0.38985429721536513
Chau_Phu,10.546629,105.163964,SA,T,28-07-2022,2.0,6500,0.04414024204015732,0.41663146018981934,0.372491218149662,0.13063961515824,0.05244145901787871,0.38985429721536513,0.00594503665342927,0.06237025931477547,0.0564252226613462,0.030978468453718558,0.1270830463700574,0.38985429721536513,0.9919208486273362,40.173731554698335,39.181810706071,6.947431536488399,0.18702705501918993,0.38985429721536513
Chau_Phu,10.547628,105.146859,SA,T,28-07-2022,1.65,6500,0.006867683492600918,0.3316219449043274,0.3247542614117265,0.12737886338598198,0.3695218809265421,0.38985429721536513,0.0023653199896216393,0.11234956979751587,0.10998424980789423,0.032865223940461874,0.29757315770451437,0.38985429721536513,1.3094260070748258,21.19780015579423,19.888374148719404,4.770434973076835,-0.05611052109256581,0.38985429721536513
Chau_Phu,10.534615,105.134916,SA,T,28-07-2022,2.56,6000,0.01931096240878105,0.26453518867492676,0.2452242262661457,0.11910837567928764,0.14497202710692,0.38985429721536513,0.0032368232496082783,0.07654047757387161,0.07330365432426333,0.03311227293064197,0.1942139407754785,0.38985429721536513,0.9720713339465777,12.848243836718654,11.876172502772075,4.884786037962392,0.14894572474104037,0.38985429721536513
Chau_Phu,10.521024,105.146349,SA,T,28-07-2022,1.5,6000,0.004622715059667826,0.2887151539325714,0.2840924388729036,0.09407132400924133,0.38713869010545493,0.38985429721536513,0.0025878737214952707,0.038978032767772675,0.036390159046277404,0.020793823900425598,0.5042018727893849,0.37364606555766666,0.4797469489796974,61.040495345274195,60.5607483962945,8.81961994668841,0.14429650874021244,0.37364606555766666
Chau_Phu,10.546679,105.126512,SA,D,28-07-2022,1.74,6400,0.025284739211201668,0.34126099944114685,0.3159762602299452,0.11001994636737639,0.18179977542542441,0.38985429721536513,0.014266777783632278,0.07740806043148041,0.06314128264784813,0.02783037566890319,0.2604216715360579,0.38985429721536513,0.9959700798403602,12.448606408476467,11.452636328636107,4.258689596408409,0.4089170980727773,0.38985429721536513
Chau_Phu,10.505349,105.165087,SA,T,28-07-2022,1.7,6000,0.010150477290153503,0.5623238682746887,0.5521733909845352,0.14193638407492212,0.6021310941377461,0.33396271194589644,0.0031751119531691074,0.04962749779224396,0.04645238583907485,0.01946666367751147,0.280491104474055,0.33396271194589644,1.0735496820184238,48.052023410030436,46.97847372801201,12.165754360627696,0.6235360325734028,0.33396271194589644
Chau_Phu,10.51191,105.170596,SA,T,28-07-2022,1.7,6500,0.020138541236519814,0.7700813412666321,0.7499428000301123,0.14480861662221806,-0.11167304530233997,0.33396271194589644,0.005423786584287882,0.04275624081492424,0.03733245423063636,0.021301872595878586,0.24738919669869272,0.33396271194589644,0.9162780454287067,31.11259953569762,30.19632149026891,7.3485848340946704,0.08645963133998308,0.33396271194589644
Chau_Phu,10.522164,105.178664,SA,T,28-07-2022,3.6,5500,0.009599965997040272,0.47353655099868774,0.4639365850016475,0.12437089123866624,0.15555698383933164,0.38985429721536513,0.004730186425149441,0.052315447479486465,0.047585261054337025,0.02578151580463681,0.09902542285851562,0.38985429721536513,0.6335855472041558,34.191587751838505,33.55800220463435,6.232385571564333,0.18412418302256137,0.38985429721536513
