District,Latitude,Longitude,"Season(SA = Summer Autumn, WS = Winter Spring)","Rice Crop Intensity(D=Double, T=Triple)",Date of Harvest,Field size (ha),Rice Yield (kg/ha),min_vv,max_vv,range_vv,mean_vv,correlation_vv,permutation_entropy_vv,min_vh,max_vh,range_vh,mean_vh,correlation_vh,permutation_entropy_vh,min_vv_by_vh,max_vv_by_vh,range_vv_by_vh,mean_vv_by_vh,correlation_vv_by_vh,permutation_entropy_vv_by_vh,NDVI_mean,NDVI_max,NDVI_min,NDVI_std
Chau_Phu,10.469839,105.211568,SA,T,15-07-2022,4.0,5500,0.0166070815175771,0.5544877648353577,0.5378806833177805,0.1603055697466646,0.1623979094885297,0.3339627119458964,0.0025149011053144,0.0870252251625061,0.0845103240571916,0.0268631573167762,-0.0719595653422574,0.3339627119458964,1.878266754118808,26.66633271981349,24.78806596569468,8.100244324096014,-0.0312770743732338,0.3339627119458964,0.3433416829194263,0.5132441916491668,-0.059185242121445,0.1823130597240523
Chau_Phu,10.501829,105.273585,SA,T,15-07-2022,3.5,6500,0.0195752158761024,0.425798624753952,0.4062234088778496,0.1315770056098699,0.2485867781387344,0.3339627119458964,0.0016419135499745,0.0570870749652385,0.055445161415264,0.0224880484498239,0.2334202288768002,0.3339627119458964,1.1614594914555172,50.24277687141102,49.0813173799555,9.718927295910571,0.3438493764802498,0.3339627119458964,0.3369618709151413,0.5153393736762851,-0.0401732965734541,0.1662102096938178
Chau_Phu,10.548011,105.248097,SA,T,13-07-2022,2.03,5500,0.0214524921029806,0.4002149403095245,0.3787624482065439,0.1136441752314567,0.2785342800590193,0.3898542972153651,0.0042419205419719,0.0596245601773262,0.0553826396353542,0.0203446769931664,-0.1614339825765102,0.3898542972153651,1.4661904619738555,23.802235970790427,22.33604550881657,6.6514777951892405,0.3926666780861697,0.3898542972153651,0.3275161012701594,0.4900770418449526,-0.0401732965734541,0.1495663869170906
Chau_Phu,10.533759,105.243145,SA,T,13-07-2022,2.8,5500,0.008962676860392,0.5494375228881836,0.5404748460277915,0.0996702289622691,0.1128380714687679,0.3736460655576666,0.0040908898226916,0.0312591418623924,0.0271682520397007,0.0149812426728506,-0.0572517892014941,0.3898542972153651,0.9030496862562544,27.3711374577025,26.46808777144625,6.529458343598203,0.1775179048450218,0.3898542972153651,0.3295834475745821,0.5004222478638007,-0.0401732965734541,0.1564419433925457
Chau_Phu,10.536277,105.293087,SA,T,14-07-2022,2.0,6500,0.0137683879584074,0.3231832087039947,0.3094148207455873,0.1259272819798853,0.4233899430324277,0.3898542972153651,0.0034780136775225,0.0719253271818161,0.0684473135042935,0.0267328232035247,0.4608502363654405,0.3898542972153651,1.548721240347945,25.39286853406404,23.84414729371609,6.10973341250768,0.3408036015417741,0.3898542972153651,0.3443419453018275,0.518047393605078,-0.0401732965734541,0.1440400973176276
Chau_Phu,10.502728,105.233111,SA,T,15-07-2022,3.0,6400,0.0074228467419743,0.2765840291976928,0.2691611824557185,0.0934214669146708,0.4749250069169758,0.3339627119458964,0.0032618676777929,0.0606527961790561,0.0573909285012632,0.0298790525412186,0.3219467982201471,0.3339627119458964,0.4576185213137497,20.28439866630581,19.826780144992057,4.621178430843441,0.128231937811046,0.3339627119458964,0.344941021350779,0.5192452223489724,-0.0303544494720965,0.17013847669623
Chau_Phu,10.524439,105.254678,SA,D,14-07-2022,4.0,5500,0.0144972130656242,0.4652099311351776,0.4507127180695534,0.1218570018601086,0.1026096890352533,0.3736460655576666,0.0025890646502375,0.0692090168595314,0.0666199522092938,0.0262236244355638,0.0319285266343536,0.3898542972153651,0.9267957439009928,25.3446192139621,24.41782347006111,6.994430942195506,0.0834551844277292,0.3898542972153651,0.3361638376734571,0.5066594942949383,-0.0401732965734541,0.1589664032767613
Chau_Phu,10.522871,105.184845,SA,T,14-07-2022,2.5,5500,0.0185347832739353,0.515623927116394,0.4970891438424587,0.1514497105446126,0.4924411336320731,0.3898542972153651,0.0036016807425767,0.0399716794490814,0.0363699987065047,0.0235004660595829,0.3677472472440111,0.3898542972153651,0.5256985687930354,32.63153715267617,32.105838583883134,9.196014079704542,0.2512906809282119,0.3898542972153651,0.3514613124355982,0.5168156426521302,-0.0213381555153707,0.1612528606938125
Chau_Phu,10.461453,105.172294,SA,D,14-07-2022,2.25,5500,0.0260225478559732,0.3732006251811981,0.3471780773252249,0.158896936768932,0.0212675283593788,0.3339627119458964,0.0059142452664673,0.080812931060791,0.0748986857943236,0.0369582638211016,0.021807740199371,0.3339627119458964,0.590558993934181,18.91655396496288,18.325994971028692,6.760207608629292,0.2888375352036437,0.3339627119458964,0.3478788714460332,0.5244166060883896,-0.0403392839530526,0.1816329053462454
Chau_Phu,10.467778,105.163448,SA,D,14-07-2022,4.9,5500,0.0216837842017412,0.3715891242027282,0.349905340000987,0.1382249637639948,0.0870096255528193,0.3339627119458964,0.0029658044222742,0.0449850521981716,0.0420192477758973,0.0205358138607282,-0.0224358923984384,0.3339627119458964,0.7495947907592976,36.67307566246688,35.92348087170758,10.516351266977365,0.1771361542233918,0.3339627119458964,0.3450555024636367,0.5205341202051439,-0.0441880543128482,0.1788663622952277
Chau_Phu,10.44784,105.141425,SA,D,14-07-2022,2.0,6600,0.0343726575374603,0.2730349898338318,0.2386623322963714,0.1507968138903379,0.5271748601152412,0.3339627119458964,0.016782883554697,0.1338533014059066,0.1170704178512096,0.0381311236747673,-0.0939526734299979,0.3339627119458964,1.64100420105529,12.32330975828585,10.68230555723056,5.113499426783984,0.2088960717260712,0.3339627119458964,0.3802941426486163,0.5352357240671844,0.1278306073038968,0.1472608463984839
Chau_Phu,10.521154,105.115666,SA,D,20-07-2022,3.0,5500,0.0373861640691757,0.4388142824172973,0.4014281183481216,0.1796932773043712,0.1849547824568189,0.3898542972153651,0.0048621599562466,0.0702379941940307,0.0653758342377841,0.0236487408530794,-0.1567614263593595,0.3736460655576666,1.912938517300562,61.89857066175064,59.98563214445008,12.261445235396762,0.1181537248788404,0.3898542972153651,0.3461404872750514,0.5458441754162427,0.0004037141703673,0.1652435443579099
Chau_Phu,10.48065,105.130089,SA,T,20-07-2022,2.0,5500,0.0351227037608623,0.3811312317848205,0.3460085280239582,0.1258522721805743,0.0997086165246729,0.3339627119458964,0.0081466874107718,0.063252218067646,0.0551055306568741,0.0279836950025388,0.109437280752402,0.3339627119458964,1.142486978979693,35.16666401708542,34.02417703810573,6.485904035959373,0.2175192825831889,0.3339627119458964,0.3621409248220616,0.539886423860011,0.0111100909007437,0.1635769046809404
Chau_Phu,10.463816,105.133945,SA,T,20-07-2022,1.7,6500,0.0207742881029844,0.5614957809448242,0.5407214928418398,0.2174042263733489,0.2616788604141466,0.3339627119458964,0.014837622642517,0.0693191662430763,0.0544815436005592,0.0389518590111817,-0.0550987544814045,0.3339627119458964,0.7977225829847102,17.7207271806985,16.92300459771379,6.7684840161948,0.6149259836435483,0.3339627119458964,0.3609450131912605,0.5427315277741392,0.0062297533017692,0.1613983835260289
Chau_Phu,10.501648,105.096892,SA,T,20-07-2022,1.2,6000,0.0515704937279224,0.5984557271003723,0.5468852333724499,0.1574159629110779,0.1763722816089928,0.3339627119458964,0.0062140980735421,0.0667916312813758,0.0605775332078337,0.0261021083486931,-0.161260334073293,0.3339627119458964,1.125785989111794,22.82238346105581,21.69659747194402,7.417684168837957,0.0703469670157799,0.3105508217736653,0.3211704278829578,0.5361226717549191,-0.0539523212045169,0.188209871431036
Chau_Phu,10.510203,105.111601,SA,T,20-07-2022,2.1,5500,0.0127669731155037,0.3251452445983886,0.3123782714828849,0.1158617526691939,0.2514697365580691,0.3339627119458964,0.0029074712656438,0.0492221117019653,0.0463146404363215,0.0252126884048006,0.056441455532444,0.3339627119458964,0.4207013795546191,43.2410519236176,42.82035054406298,10.447148628004232,0.2331251534737772,0.3339627119458964,0.3511634942283745,0.5389616634770897,0.0259752408868377,0.1652399361647429
Chau_Phu,10.534074,105.126326,SA,T,20-07-2022,3.0,6400,0.016865599900484,0.3991104066371918,0.3822448067367077,0.1307951015316777,0.1773604679443789,0.3898542972153651,0.0036323387175798,0.0792597159743309,0.075627377256751,0.0300015009318788,0.0654827799759873,0.3898542972153651,1.1385398389120225,39.85107227104752,38.7125324321355,5.945257905195508,0.0182530591990581,0.3898542972153651,0.3731895325565771,0.5377319296428542,0.0411747768499855,0.1312120019817294
Chau_Phu,10.636733,105.155635,SA,T,05-08-2022,3.2,6600,0.026100393384695,0.5304785966873169,0.5043782033026218,0.1819473420166307,0.3652715920178922,0.3898542972153651,0.0052798260003328,0.0652172863483429,0.05993746034801,0.0298735564057197,0.1559080503636163,0.3898542972153651,0.5435616428185726,56.79354290623469,56.24998126341611,13.359211733609207,0.6385045540085276,0.3898542972153651,0.3277147962196752,0.4672819422343197,-0.0145268943855516,0.1337412761920787
Chau_Phu,10.649258,105.142121,SA,D,05-08-2022,1.75,6000,0.0163954179733991,0.4151554107666015,0.3987599927932024,0.1357691886110438,0.0671469354590923,0.3898542972153651,0.0027021353598684,0.1046480908989906,0.1019459555391222,0.0237575096931929,0.1119533927791226,0.3736460655576666,1.7448136236001348,61.22129507613429,59.47648145253415,12.137028905527204,0.3202577983216723,0.3898542972153651,0.323502962649987,0.4636836849870615,-0.0145268943855516,0.135344394080294
Chau_Phu,10.663484,105.168203,SA,D,05-08-2022,3.0,6500,0.0083974543958902,0.2996910512447357,0.2912935968488455,0.1238597773222459,0.4862098029124652,0.3898542972153651,0.0023126027081161,0.1245595291256904,0.1222469264175742,0.0318461493200932,0.4914343907318325,0.3898542972153651,1.114054851999868,27.42701618976881,26.312961337768947,6.529559153682702,0.4564373741019986,0.3898542972153651,0.3136320621004936,0.4630539542663914,-0.0145268943855516,0.1267503770338727
Chau_Phu,10.634849,105.13078,SA,T,05-08-2022,4.0,6000,0.0197044499218463,0.5351873636245728,0.5154829137027264,0.21701723895967,0.1406113414688378,0.3898542972153651,0.0095753129571676,0.1295971721410751,0.1200218591839075,0.0516298971035414,0.2502219041423073,0.3898542972153651,1.9468382074929584,14.25868605327178,12.311847845778823,4.755577812057855,0.1268039725531614,0.3898542972153651,0.3806217746949277,0.5169988753121256,0.23002828750018,0.0886860018751716
Chau_Phu,10.612095,105.141919,SA,T,05-08-2022,2.5,6400,0.0287539437413215,0.517229437828064,0.4884754940867424,0.186311069668995,0.6526048772026806,0.3736460655576666,0.004888848401606,0.2106577605009079,0.2057689120993018,0.0375932044504831,0.2157526307941911,0.3898542972153651,0.949454556570086,29.66148184561424,28.71202728904415,10.678002495900593,0.4907277102126088,0.3898542972153651,0.3415050024935051,0.4699096899186569,-0.0145268943855516,0.1359525706493684
Chau_Phu,10.623506,105.132794,SA,T,05-08-2022,5.0,6000,0.0256545152515172,0.4881468415260315,0.4624923262745142,0.2031574783225854,0.3670927503876258,0.3898542972153651,0.0093844663351774,0.1188535168766975,0.1094690505415201,0.0319913107280929,0.1727893152579777,0.3898542972153651,1.2659025148245262,52.016473189980566,50.75057067515604,9.590871912585424,0.2530617748276182,0.3898542972153651,0.3872469888230404,0.5270199900488939,0.1983263229546378,0.0985398860327664
Chau_Phu,10.628311,105.12253,SA,T,05-08-2022,2.0,6500,0.0240344405174255,0.4183723032474518,0.3943378627300262,0.1870586410578754,0.1093572709792682,0.3898542972153651,0.0056433598510921,0.0686634182929992,0.0630200584419071,0.029881450580433,0.2819329861900643,0.3898542972153651,1.883903901192815,21.418593552184475,19.53468965099166,7.559682730277162,0.0239910496866227,0.3736460655576666,0.3948865243325576,0.5188949165003769,0.2346899692640582,0.0910319422379599
Chau_Phu,10.619835,105.201297,SA,T,09-08-2022,1.91,5500,0.0107067804783582,0.2630290687084198,0.2523222882300615,0.1026296792551875,-0.1397422213390731,0.3898542972153651,0.0090644108131527,0.0434147864580154,0.0343503756448626,0.0208899042983022,0.318870329680487,0.3898542972153651,0.7285342152561339,19.99205542030473,19.2635212050486,6.391365571672561,0.2460908778625092,0.3898542972153651,0.3415259724834085,0.463943682464726,-0.0033862985152383,0.1038447098144767
Chau_Phu,10.633572,105.172813,SA,D,09-08-2022,2.5,6400,0.012874980457127,0.4987660944461822,0.4858911139890551,0.1948110710105134,0.39134765967109,0.3898542972153651,0.0029001859948039,0.1112099662423133,0.1083097802475094,0.037034347679259,0.5266958188894517,0.3898542972153651,0.7966945381040672,32.538415299779906,31.74172076167584,8.204599799690255,0.5376914422966654,0.3898542972153651,0.3211788096496989,0.459133070087234,-0.0145268943855515,0.12749795510722
Chau_Phu,10.621354,105.162316,SA,D,09-08-2022,2.0,6400,0.0206014104187488,0.4388887882232666,0.4182873778045177,0.1463927445519301,0.1412198022694347,0.3898542972153651,0.0050492384470999,0.0700011551380157,0.0649519166909158,0.0285603340404729,-0.0647396028467621,0.3898542972153651,1.0090522016418806,18.93550785264664,17.92645565100476,5.815982842389484,0.4797538517138422,0.3898542972153651,0.3334584805824587,0.4691282167783402,-0.0145268943855516,0.13331123955307
Chau_Phu,10.615175,105.153736,SA,D,09-08-2022,2.3,6500,0.0181865021586418,0.6897258162498474,0.6715393140912056,0.1714650099683139,0.3461860894044619,0.3898542972153651,0.0022162208333611,0.0661304369568824,0.0639142161235213,0.0292529505677521,0.1144015849881979,0.3736460655576666,0.7993490353830499,43.11246886576194,42.31311983037889,8.672420062893915,0.5436440365095737,0.3898542972153651,0.3375966434266142,0.4683373267176742,-0.0145268943855515,0.13625108200838
Chau_Phu,10.605148,105.164514,SA,D,09-08-2022,3.0,5500,0.0443054735660553,0.5515598654747009,0.5072543919086456,0.2414355186952484,-0.2275230845340572,0.3898542972153651,0.0116196209564805,0.1015360727906227,0.0899164518341422,0.0523493418780465,0.2074706302513776,0.3736460655576666,2.273201900323423,12.37788160066804,10.104679700344615,5.197095234512975,-0.2858530041093276,0.3898542972153651,0.332797634495548,0.4666099050687188,-0.0145268943855515,0.1326472854926473
Chau_Phu,10.594603,105.175686,SA,D,09-08-2022,2.2,6600,0.0199841987341642,0.2616171538829803,0.2416329551488161,0.1174543860057989,0.1241433304852794,0.3898542972153651,0.0053463457152247,0.0558673478662967,0.050521002151072,0.024566962590648,0.0677611164997293,0.3898542972153651,0.8100786589011759,24.29103742730501,23.480958768403838,7.22393985762216,0.5389113162708985,0.3574378338999682,0.3316573803680013,0.4710205229207569,-0.0145268943855515,0.1327064402757157
Chau_Phu,10.585209,105.164803,SA,D,09-08-2022,2.3,5500,0.0329319238662719,0.5770672559738159,0.544135332107544,0.1263285453120867,0.3008213574123722,0.3898542972153651,0.0020812456496059,0.1735770106315612,0.1714957649819553,0.0317127901750306,0.2461336420822167,0.3898542972153651,0.5453334730931456,58.99345048533207,58.44811701223893,9.88238424567052,0.2594810731780119,0.3898542972153651,0.3544903514965848,0.475464726923345,-0.0100465572163685,0.1130788847595184
Chau_Phu,10.603991,105.147312,SA,D,09-08-2022,3.34,6000,0.0154810929670929,0.9605581760406494,0.9450770830735564,0.1645188926615648,-0.0939710019272402,0.3898542972153651,0.0032383683137595,0.0695728734135627,0.0663345050998032,0.0248178736720648,0.4667937237367433,0.3898542972153651,0.4377348427170001,47.579302860123725,47.141568017406726,8.664416876018631,-0.0526794348495815,0.3898542972153651,0.3409148861138129,0.4728221001001885,-0.0145268943855516,0.1363477236443359
Chau_Phu,10.612317,105.116551,SA,T,05-08-2022,1.65,5500,0.0298823695629835,0.5090571641921997,0.4791747946292162,0.1266096018047796,-0.0646243626703045,0.3898542972153651,0.0035908624995499,0.0550103038549423,0.0514194413553923,0.02289708764551,0.3602456647114668,0.3898542972153651,0.7458377049418112,47.845306869376486,47.09946916443467,9.343196028008286,0.0246315260907488,0.3898542972153651,0.4018204997605353,0.5275302354000179,0.2354987924750549,0.0909709125285985
Chau_Phu,10.571793,105.16066,SA,T,05-08-2022,4.0,5500,0.0671673044562339,0.4212314486503601,0.3540641441941261,0.1852249039543999,-0.2191774075242948,0.3898542972153651,0.018418988212943,0.0862107947468757,0.0677918065339326,0.0384375208781825,-0.5157144574912502,0.3898542972153651,1.0985898329316666,15.34550880417214,14.246918971240474,5.841112215961235,-0.3927728269116175,0.3898542972153651,0.3649809276290098,0.4950661724132132,-0.015568862275449,0.1205703060968484
Chau_Phu,10.565493,105.106594,SA,D,05-08-2022,3.0,6500,0.0283434372395277,0.4392330646514892,0.4108896274119615,0.1324015467738112,0.0127048205888333,0.3898542972153651,0.0038994611240923,0.0626650005578994,0.0587655394338071,0.0242214653278804,0.2685956743657972,0.3898542972153651,1.9446893468774529,15.032071181028869,13.087381834151415,5.926009943207701,-0.0083811963782201,0.3898542972153651,0.3684320642726324,0.5250991244146194,0.07002606429192,0.1116831212881884
Chau_Phu,10.593644,105.075243,SA,T,05-08-2022,2.0,6000,0.0272390060126781,0.7916443347930908,0.7644053287804127,0.2094249456293053,0.0525462925516231,0.3898542972153651,0.0073489448986947,0.0755558386445045,0.0682068937458098,0.0336536354540536,-0.0482410380978274,0.3898542972153651,1.1598205017230665,20.47945649580264,19.31963599407957,6.264339609593574,0.3616419261341945,0.3898542972153651,0.3738129052007084,0.5078539926023012,0.07002606429192,0.0979484221544302
Chau_Phu,10.608536,105.076041,SA,T,05-08-2022,1.3,6000,0.0250095222145319,0.3466436266899109,0.321634104475379,0.1452949627613028,0.4672815165615177,0.3898542972153651,0.0040842141024768,0.0658605620265007,0.0617763479240238,0.02425328318754,0.1591735720262299,0.3898542972153651,2.4316481331383986,34.94085692352891,32.50920879039052,9.32458253724887,0.1947148602742104,0.3898542972153651,0.373576077215166,0.5080493265287725,0.07002606429192,0.1036592954862869
Chau_Phu,10.588345,105.091229,SA,T,05-08-2022,1.45,6000,0.0221018344163894,0.3018336892127991,0.2797318547964096,0.087624161504209,0.134874124147853,0.3898542972153651,0.0032913484610617,0.0526490919291973,0.0493577434681355,0.0234812441178494,0.2865846816309665,0.3898542972153651,0.8340945373776636,14.845106899038797,14.01101236166113,5.17624304376261,0.155537299280475,0.3898542972153651,0.3736271003328624,0.5088408764573562,0.07002606429192,0.0992124107101935
Chau_Phu,10.59278,105.103464,SA,T,05-08-2022,1.6,6000,0.0226192977279424,0.2902851104736328,0.2676658127456903,0.1010593285577164,0.276391749397688,0.3898542972153651,0.0046836575493216,0.0546435825526714,0.0499599250033497,0.0230317072321971,0.1682098693180123,0.3736460655576666,1.356532135682222,14.050318293612928,12.693786157930704,5.264466864574438,0.0945700820722557,0.3898542972153651,0.3793250853427546,0.5133508063097871,0.07002606429192,0.1037318451859726
Chau_Phu,10.58174,105.119446,SA,T,05-08-2022,2.0,5500,0.0644942745566368,0.2550245523452759,0.190530277788639,0.1437667260567347,0.074661348238004,0.3898542972153651,0.0084413047879934,0.0726159214973449,0.0641746167093515,0.0358968057359258,-0.0929345683306988,0.3898542972153651,1.590778884441102,9.90327613793006,8.312497253488958,4.869245669851973,-0.3966514785485371,0.3898542972153651,0.3768962221977918,0.53803496868476,0.07002606429192,0.1109737686809276
Chau_Phu,10.571202,105.135919,SA,T,05-08-2022,1.8,6000,0.0300813093781471,0.6241487860679626,0.5940674766898155,0.1898882629142867,-0.0765884019106276,0.3898542972153651,0.0034039581660181,0.0726368650794029,0.0692329069133848,0.030404002754949,0.1584226380756873,0.3898542972153651,1.7731056934705345,84.4153519636513,82.64224627018076,14.933618952711226,0.3848500385364558,0.3898542972153651,0.3903368686253315,0.5434047115270999,0.1928659072990641,0.0900191415208399
Chau_Phu,10.592696,105.11414,SA,T,05-08-2022,5.0,6000,0.0125192459672689,0.5532603859901428,0.5407411400228739,0.1089356520937548,0.3611823955252538,0.3898542972153651,0.003201950341463,0.0501218140125274,0.0469198636710643,0.0216210198252358,0.0060238777374204,0.3898542972153651,1.2321354565233031,20.775394408391087,19.543258951867784,5.479458947117051,0.1175825280016242,0.3412296022422697,0.3815887241288406,0.5236187613861891,0.07002606429192,0.1065525701016081
Chau_Phu,10.590564,105.128439,SA,T,05-08-2022,5.0,6000,0.0262966137379407,0.4250694513320923,0.3987728375941515,0.1303202016279101,0.1693521662518783,0.3898542972153651,0.0061531979590654,0.0413374379277229,0.0351842399686574,0.0230250395834445,-0.038119739386854,0.3898542972153651,0.7688537749200919,48.69709908329809,47.928245308378,9.25673327595536,0.2103380164733562,0.3898542972153651,0.37649590403168,0.530472502116357,-0.0003824091778202,0.1179443570341286
Chau_Phu,10.625462,105.098238,SA,T,05-08-2022,3.6,6500,0.0141596151515841,0.36212357878685,0.3479639636352658,0.1015876813584731,0.1601075782353949,0.3898542972153651,0.0043902401812374,0.0568721331655979,0.0524818929843604,0.0205973643913037,0.2568838254239488,0.3898542972153651,1.0706351954872162,28.921348812708555,27.850713617221334,6.809780236222206,0.4687074581852957,0.3898542972153651,0.3900022923532343,0.5038007194242731,0.2529954913875498,0.0790991921214573
Chau_Phu,10.619493,105.095029,SA,T,05-08-2022,2.3,6400,0.0312724150717258,0.3296623528003692,0.2983899377286434,0.1234812984863917,-0.3081589757022626,0.3574378338999682,0.0039602047763764,0.0761223584413528,0.0721621536649763,0.0259250408918079,-0.0347770268438768,0.3898542972153651,0.8221856659457815,49.70593857939497,48.88375291344919,9.646687921986937,-0.0436918113954714,0.3898542972153651,0.3966851022831732,0.5032938384091709,0.2682254514751542,0.0766475238493796
Chau_Phu,10.560601,105.1792,SA,T,28-07-2022,2.0,6400,0.0187901556491851,0.4598370194435119,0.4410468637943268,0.1668856222596433,0.1903071775344741,0.3898542972153651,0.0045644231140613,0.1654655635356903,0.1609011404216289,0.0363001863006502,0.1345329331124188,0.3513201381446847,0.6147335912448804,35.1474653383262,34.53273174708132,7.094392989571104,0.4432446572394937,0.3898542972153651,0.3593449137743805,0.5021063691758556,-0.0101406165494861,0.1196202911523708
Chau_Phu,10.565735,105.172074,SA,T,28-07-2022,2.0,5500,0.0325381904840469,0.3596559166908264,0.3271177262067795,0.1523306547767586,0.3110125903463256,0.3898542972153651,0.005968424025923,0.0581502951681613,0.0521818711422383,0.0250563106706572,0.3504862498231122,0.3898542972153651,1.9803205930565195,27.95883157760548,25.97851098454896,7.414141857376206,0.4840915993876617,0.3736460655576666,0.3604737043200386,0.4978740058418139,-0.0095463510848125,0.1182529497936921
Chau_Phu,10.555822,105.1711,SA,T,28-07-2022,1.95,5500,0.0293212495744228,0.3280103504657745,0.2986891008913517,0.1119864852064185,0.0480514719168597,0.3898542972153651,0.0048980275169014,0.0439126715064048,0.0390146439895033,0.0229671405007441,0.0610278371927445,0.3898542972153651,1.127001425278548,30.02827946694408,28.90127804166553,6.413670103927586,0.2869091069352225,0.3898542972153651,0.3622583478754959,0.5044832197244388,-0.0095463510848126,0.1217799795969984
